ref;brand;lat;lon;;;operator;fuel;price;isself;updated;00
21422;IP;45.6321144;12.5926118;;;F.lli Visentin S.N.C. di Visentin Andrea e Visentin Ivan;Gasolio;1.969;SelfService;10/06/2022 18:26:25;08
21422;IP;45.6321144;12.5926118;;;F.lli Visentin S.N.C. di Visentin Andrea e Visentin Ivan;Gasolio;2.226;Servito;10/06/2022 18:26:25;09
21433;Ip;45.9501650;13.4752040;;;Zorgniotti & Piu di Zorgniotti Oscar & C. S.A.S.;Gasolio;1.979;SelfService;10/06/2022 16:32:31;08
21433;Ip;45.9501650;13.4752040;;;Zorgniotti & Piu di Zorgniotti Oscar & C. S.A.S.;Gasolio;2.207;Servito;10/06/2022 16:32:31;09
21464;ENI;45.4923287;12.1214365;;;Agip Distributore di Famengo Renzo;Gasolio;1.984;SelfService;12/06/2022 13:02:02;08
21494;;45.5293226;12.6573349;;;Buscato Autoservice S.N.C. di Buscato Dorino & C.;Gasolio;1.979;Servito;10/06/2022 08:32:08;08
21505;Total;46.0457107;12.8667227;;;Collaviti Gabriele;Gasolio;1.899;Servito;06/06/2022 15:19:44;07
21505;Total;46.0457107;12.8667227;;;Collaviti Gabriele;Gasolio;1.899;SelfService;06/06/2022 15:19:44;07
21531;Eni;45.4005072;12.3604859;;;Bertola Carla;Gasolio;2.029;SelfService;11/06/2022 08:02:21;08
21531;Eni;45.4005072;12.3604859;;;Bertola Carla;Gasolio;2.239;Servito;11/06/2022 08:02:21;09
21544;Delle Vedove;45.9503343;12.6957369;;;Val.Gre.Ca. S.R.L.;Gasolio;1.899;SelfService;09/06/2022 09:58:39;07
21554;;45.8137725;12.8863327;;;Stazione di Servizio Falcomer Alessandro;Gasolio;1.809;SelfService;21/05/2022 17:22:12;07
21554;;45.8137725;12.8863327;;;Stazione di Servizio Falcomer Alessandro;Gasolio;2.096;Servito;21/05/2022 17:22:12;08
21922;Erg;45.5052190;12.6260160;;;Fuel Mix S.N.C. di Gottardo Oriano & Denis;Gasolio;1.949;SelfService;11/06/2022 13:39:59;08
21922;Erg;45.5052190;12.6260160;;;Fuel Mix S.N.C. di Gottardo Oriano & Denis;Gasolio;2.166;Servito;11/06/2022 13:39:59;08
22031;IP;45.8052560;13.0859240;;;Movio Fiorenzo;Gasolio;1.959;SelfService;11/06/2022 08:06:10;08
22031;IP;45.8052560;13.0859240;;;Movio Fiorenzo;Gasolio;2.251;Servito;11/06/2022 08:06:10;09
22086;;45.4633585;12.2240455;;;Mantovani Lorenzo;Gasolio;1.959;Servito;10/06/2022 19:32:37;08
22248;Eni;45.8595076;12.9280675;;;Pilosio Silvio;Gasolio;1.949;SelfService;09/06/2022 07:38:34;08
22355;Q8;45.8942165;12.5564490;;;Servizi & Gestioni Italia S.R.L.;Gasolio;2.019;SelfService;11/06/2022 01:40:36;08
22362;Agip;46.2171130;12.7843069;;;Autoservice di Sandra Zatti & C. S.N.C.;Gasolio;1.984;SelfService;10/06/2022 18:53:18;08
22395;Esso;45.8021772;13.5472621;;;Bm Servizi S.A.S. di Tacchetto Bryan e Brienza Michele;Gasolio;2.029;SelfService;13/06/2022 07:26:56;08
22468;ENI;45.6501985;12.5435121;;;Fuel & Service di Gaiotto Alessio e C. S.N.C.;Gasolio;1.989;SelfService;11/06/2022 07:49:12;08
22468;ENI;45.6501985;12.5435121;;;Fuel & Service di Gaiotto Alessio e C. S.N.C.;Gasolio;2.204;Servito;11/06/2022 07:49:12;09
22639;;46.0576759;12.6004949;;;Posocco Angelo;Gasolio;1.979;Servito;07/06/2022 18:52:19;08
22639;;46.0576759;12.6004949;;;Posocco Angelo;Gasolio;1.979;SelfService;07/06/2022 18:52:19;08
22821;Esso;45.4986258;12.6066230;;;Piovesan Franco - Vanin Piergiorgio & C. S.N.C.;Gasolio;1.979;SelfService;13/06/2022 07:23:06;08
22840;Petrol;45.7721737;12.9672226;;;Cecco Giancarlo & C. S.A.S.;Gasolio;1.979;Servito;11/06/2022 07:22:00;08
22840;Petrol;45.7721737;12.9672226;;;Cecco Giancarlo & C. S.A.S.;Gasolio;1.979;SelfService;11/06/2022 07:22:00;08
22869;Esso;45.7716671;12.9978514;;;Pighin Attilio;Gasolio;1.999;Servito;13/06/2022 07:57:04;08
22903;Tamoil;45.9973340;12.9681160;;;Porfido S.N.C. di Porfido Claudio & C.;Gasolio;1.979;Servito;09/06/2022 10:35:09;08
22912;;46.0819070;13.4240359;;;Fantini Giuseppe;Gasolio;1.989;SelfService;13/06/2022 07:49:44;08
22912;;46.0819070;13.4240359;;;Fantini Giuseppe;Gasolio;2.251;Servito;13/06/2022 07:49:44;09
22931;Repsol;45.3906156;12.0668210;;;Menegazzo Adriano;Gasolio;1.889;Servito;07/06/2022 10:54:20;07
22931;Repsol;45.3906156;12.0668210;;;Menegazzo Adriano;Gasolio;1.889;SelfService;07/06/2022 10:54:20;07
23321;Q8;45.4851670;12.1846820;;;Servizi & Gestioni Italia S.R.L.;Gasolio;1.979;SelfService;11/06/2022 01:40:37;08
23352;;45.7978063;12.9937233;;;San Marco Petroli Distribuzione S.R.L.;Gasolio;1.999;SelfService;12/06/2022 12:36:03;08
23426;Esso;46.1095345;13.0901780;;;Lizzi & C. S.A.S. di Bertuzzi Graziella;Gasolio;1.909;Servito;07/06/2022 11:08:10;07
23426;Esso;46.1095345;13.0901780;;;Lizzi & C. S.A.S. di Bertuzzi Graziella;Gasolio;1.909;SelfService;07/06/2022 11:08:10;07
23443;Q8 Easy;46.0941596;13.2250342;;;Servizi & Gestioni Italia S.R.L.;Gasolio;1.959;SelfService;11/06/2022 01:40:49;08
23721;;45.9588696;13.4639165;;;San Marco Petroli Distribuzione S.R.L.;Gasolio;2.059;SelfService;12/06/2022 12:32:10;08
23802;;45.8479490;13.2128620;;;Stazione di Servizio di Tavaris Stefano;Gasolio;1.939;Servito;09/06/2022 19:42:02;08
23873;Q8;45.6816568;13.4170650;;;Servizi & Gestioni Italia S.R.L.;Gasolio;2.039;SelfService;11/06/2022 07:06:33;08
23909;Q8;45.5398938;12.0643333;;;Rocco Moreno;Gasolio;2.019;Servito;11/06/2022 12:49:18;08
24034;SMP;46.1596847;12.7079370;;;San Marco Petroli Distribuzione S.R.L.;Gasolio;1.959;SelfService;13/06/2022 05:32:07;08
24230;Q8 Easy;45.6445161;12.5504982;;;Servizi & Gestioni Italia S.R.L.;Gasolio;1.979;SelfService;11/06/2022 01:40:39;08
24264;Tamoil;45.9355997;13.6003351;;;Der-W di Rizzi Manuel;Gasolio;2.060;Servito;10/06/2022 19:03:32;08
24313;;45.5882789;12.1378997;;;Ip Services S.R.L.;Gasolio;1.959;SelfService;12/06/2022 12:05:13;08
24365;;45.6367213;12.6809702;;;Solda' Alfeo e C. - S.N.C.;Gasolio;1.939;SelfService;10/06/2022 19:14:36;08
24421;KV;46.1181509;13.2173907;;;Vanello Eugenio & Figli S.P.A;Gasolio;1.909;SelfService;10/06/2022 07:10:21;07
24421;KV;46.1181509;13.2173907;;;Vanello Eugenio & Figli S.P.A;Gasolio;2.009;Servito;10/06/2022 07:10:21;08
24798;IP;45.4739511;12.2143492;;;Manente di Manente Patrizia e Cinzia S.N.C.;Gasolio;1.949;SelfService;10/06/2022 08:33:40;08
24798;IP;45.4739511;12.2143492;;;Manente di Manente Patrizia e Cinzia S.N.C.;Gasolio;2.286;Servito;10/06/2022 08:33:40;09
24798;Ip;45.4739953;12.2142660;;;Villabonasud;Gasolio;1.949;SelfService;10/06/2022 08:33:40;08
24798;Ip;45.4739953;12.2142660;;;Villabonasud;Gasolio;2.286;Servito;10/06/2022 08:33:40;09
24829;;45.4418459;12.0569114;;;Eni Fuel S.p.A.;Gasolio;2.044;SelfService;12/06/2022 23:56:09;08
24829;;45.4418459;12.0569114;;;Eni Fuel S.p.A.;Gasolio;2.261;Servito;12/06/2022 23:56:09;09
24846;Esso;45.9734988;13.3961129;;;B & T S.N.C. di Bonessi M. & C.;Gasolio;1.949;SelfService;10/06/2022 19:35:02;08
24883;SMP;45.9386935;12.4973751;;;Sanson Alessandro;Gasolio;1.939;Servito;08/06/2022 07:58:27;08
24883;SMP;45.9386935;12.4973751;;;Sanson Alessandro;Gasolio;1.939;SelfService;08/06/2022 07:58:27;08
24965;Esso;45.9518746;12.4892959;;;Pignat Guido Eredi S.N.C. di Pignat Guido e C.;Gasolio;1.579;Servito;29/11/2021 16:35:30;06
24974;IP;45.9640212;12.6494279;;;Masutti Stefano;Gasolio;1.949;SelfService;11/06/2022 10:06:01;08
24974;IP;45.9640212;12.6494279;;;Masutti Stefano;Gasolio;2.362;Servito;11/06/2022 10:06:01;09
25027;IP;46.0859271;13.2169778;;;Pallini Maurizio;Gasolio;1.939;Servito;11/06/2022 15:54:07;08
25044;SMP;46.1001642;13.2220638;;;San Marco Petroli Distribuzione S.R.L.;Gasolio;1.979;SelfService;13/06/2022 07:58:05;08
25135;;45.6025069;12.8841710;;;Cav. Francesco Campagner di Renzo Campagner & C. S.A.S.;Gasolio;1.979;SelfService;10/06/2022 15:52:55;08
25135;;45.6025069;12.8841710;;;Cav. Francesco Campagner di Renzo Campagner & C. S.A.S.;Gasolio;2.179;Servito;10/06/2022 15:52:55;09
25251;Agip;45.9366383;12.6487104;;;Basso Antonio;Gasolio;1.964;SelfService;13/06/2022 00:20:11;08
25383;Esso;46.0392210;12.8350780;;;Fratelli Cristofoli di Cristofoli Rinaldo & C. S.N.C.;Gasolio;2.019;Servito;10/06/2022 20:35:17;08
25395;Total;45.9922949;12.5450867;;;Eredi Della Gaspera Graziano S.N.C. di Della Gaspera Beatrice & C.;Gasolio;1.999;Servito;08/06/2022 19:04:54;08
25395;Total;45.9922949;12.5450867;;;Eredi Della Gaspera Graziano S.N.C. di Della Gaspera Beatrice & C.;Gasolio;1.999;SelfService;08/06/2022 19:04:54;08
25561;Costantin;45.3961982;11.9866848;;;Zanin Rita;Gasolio;1.977;Servito;10/06/2022 11:27:06;08
25561;Costantin;45.3961982;11.9866848;;;Zanin Rita;Gasolio;1.977;SelfService;10/06/2022 11:27:06;08
25701;IP;45.9310661;13.2790458;;;Spangaro Stefano e C. S.A.S.;Gasolio;1.939;Servito;10/06/2022 19:33:47;08
25701;IP;45.9310661;13.2790458;;;Spangaro Stefano e C. S.A.S.;Gasolio;1.939;SelfService;10/06/2022 19:33:47;08
25804;Agip;45.8083860;13.4428020;;;Area Pieris di Ponzalli Roberto & Sellan Matteo S.N.C.;Gasolio;2.009;SelfService;11/06/2022 07:57:00;08
25804;Agip;45.8083860;13.4428020;;;Area Pieris di Ponzalli Roberto & Sellan Matteo S.N.C.;Gasolio;2.229;Servito;11/06/2022 07:57:00;09
25825;;45.9498241;12.8821507;;;Ip Services S.R.L.;Gasolio;1.959;SelfService;12/06/2022 12:02:42;08
25828;IP;46.0001630;13.2741670;;;Ip Services S.R.L.;Gasolio;1.959;SelfService;12/06/2022 12:02:39;08
25829;IP;46.0788874;13.2348679;;;Ip Services S.R.L.;Gasolio;1.929;SelfService;12/06/2022 12:03:03;07
25830;IP;46.0739356;13.2025289;;;Ip Services S.R.L.;Gasolio;1.949;SelfService;12/06/2022 12:01:45;08
25845;IP;45.7745709;12.9441042;;;Ip Services S.R.L.;Gasolio;1.969;SelfService;12/06/2022 12:04:19;08
25869;Eni Robegano;45.5423067;12.1198102;;;Gestioni Innovative Italia S.R.L.;Gasolio;1.969;SelfService;13/06/2022 00:20:17;08
25885;Agip;45.8413420;13.0970550;;;Zanini Milvia;Gasolio;1.904;SelfService;08/06/2022 08:12:10;07
25885;Agip;45.8413420;13.0970550;;;Zanini Milvia;Gasolio;2.126;Servito;08/06/2022 08:12:10;08
25900;;45.2249805;12.1897817;;;Gestioni Innovative Italia S.R.L.;Gasolio;1.969;SelfService;13/06/2022 06:06:11;08
25901;Agip;45.4972582;12.2368211;;;Gestioni Innovative Italia S.R.L.;Gasolio;1.969;SelfService;13/06/2022 00:18:09;08
25902;Agip;45.7680760;12.8340160;;;Gestioni Innovative Italia S.R.L.;Gasolio;1.969;SelfService;13/06/2022 06:06:12;08
25903;Agip;45.1206840;12.0754930;;;Gestioni Innovative Italia S.R.L.;Gasolio;1.969;SelfService;13/06/2022 06:06:10;08
25904;Agip;45.5516490;12.1435120;;;Gestioni Innovative Italia S.R.L.;Gasolio;1.969;SelfService;13/06/2022 06:06:11;08
25905;Agip;45.5281860;12.2390216;;;Gestioni Innovative Italia S.R.L.;Gasolio;1.969;SelfService;13/06/2022 00:18:10;08
25907;;45.3926131;12.0767029;;;Gestioni Innovative Italia S.R.L.;Gasolio;1.969;SelfService;13/06/2022 06:08:01;08
25913;;45.5100616;12.2153702;;;Gestioni Innovative Italia S.R.L.;Gasolio;1.969;SelfService;13/06/2022 06:06:12;08
26046;Benzina;45.4180313;12.0893260;;;Stazione di Servizio Tap - Dolo Samb.;Gasolio;1.968;SelfService;13/06/2022 00:12:10;08
26099;Esso;45.6115992;13.8193811;;;Grs di Samuel Chiaruttini & C. S.A.S.;Gasolio;2.139;Servito;08/06/2022 08:31:34;08
26145;;45.5443085;12.0700264;;;Toson Egidio;Gasolio;1.989;SelfService;11/06/2022 07:31:03;08
26145;;45.5443085;12.0700264;;;Toson Egidio;Gasolio;2.199;Servito;11/06/2022 07:31:03;09
26157;;45.5143042;12.2085991;;;S.I.A. Engineering Construction S.R.L.;Gasolio;1.949;Servito;10/06/2022 14:58:11;08
26157;;45.5143042;12.2085991;;;S.I.A. Engineering Construction S.R.L.;Gasolio;1.949;SelfService;10/06/2022 14:58:11;08
26158;Sia Fuel;45.4653427;12.5159707;;;S.I.A. Engineering Construction S.R.L.;Gasolio;1.959;Servito;10/06/2022 15:01:44;08
26158;Sia Fuel;45.4653427;12.5159707;;;S.I.A. Engineering Construction S.R.L.;Gasolio;1.959;SelfService;10/06/2022 15:01:44;08
26159;Sia Fuel;45.6614336;12.8027381;;;S.I.A. Engineering Construction S.R.L.;Gasolio;1.959;Servito;10/06/2022 14:59:01;08
26159;Sia Fuel;45.6614336;12.8027381;;;S.I.A. Engineering Construction S.R.L.;Gasolio;1.959;SelfService;10/06/2022 14:59:01;08
26161;;45.9297759;12.7347170;;;Autolavaggi B.M. di Borean Tiberio & C. S.N.C.;Gasolio;1.935;Servito;07/06/2022 15:30:12;07
26161;;45.9297759;12.7347170;;;Autolavaggi B.M. di Borean Tiberio & C. S.N.C.;Gasolio;1.935;SelfService;07/06/2022 15:30:12;07
26173;;45.9729703;12.6136243;;;S.G.S. S.R.L.;Gasolio;1.938;SelfService;13/06/2022 06:51:36;08
26319;;46.2700321;12.3447215;;;Eugas S.R.L.;Gasolio;2.010;Servito;10/06/2022 11:41:17;08
26319;;46.2700321;12.3447215;;;Eugas S.R.L.;Gasolio;2.010;SelfService;10/06/2022 11:41:17;08
26366;Tamoil;45.9529400;13.4363010;;;Autoservice 2000 di Cara Stefano & C. S.N.C.;Gasolio;1.989;Servito;13/06/2022 07:40:16;08
26366;Tamoil;45.9529400;13.4363010;;;Autoservice 2000 di Cara Stefano & C. S.N.C.;Gasolio;1.989;SelfService;13/06/2022 07:40:16;08
26568;Oil Italia;46.3629018;13.1354547;;;Oil Italia S.R.L.;Gasolio;1.989;Servito;12/06/2022 16:00:20;08
26568;Oil Italia;46.3629018;13.1354547;;;Oil Italia S.R.L.;Gasolio;1.989;SelfService;12/06/2022 16:00:20;08
26623;IP;45.8065170;13.3562370;;;Dijust Salvore;Gasolio;1.929;Servito;09/06/2022 19:28:25;07
26668;Esso;45.9698940;13.0010620;;;Uliana Mariano;Gasolio;1.959;SelfService;13/06/2022 07:31:07;08
26733;Eni;45.8296451;13.3313752;;;Veca S.A.S. di Caprioli Antonio & C.;Gasolio;2.009;SelfService;11/06/2022 07:45:57;08
26733;Eni;45.8296451;13.3313752;;;Veca S.A.S. di Caprioli Antonio & C.;Gasolio;2.229;Servito;11/06/2022 07:45:57;09
26817;Agip;45.7663296;13.1679058;;;C.M. di Formentin Italo & C. S.N.C.;Gasolio;1.994;SelfService;10/06/2022 19:09:51;08
26915;Total;46.0855850;12.9563570;;;Gaspardo Silvano & Serafini S.N.C.;Gasolio;1.944;SelfService;09/06/2022 12:47:42;08
26915;Total;46.0855850;12.9563570;;;Gaspardo Silvano & Serafini S.N.C.;Gasolio;2.154;Servito;09/06/2022 12:47:42;08
26949;;45.5176777;12.2378513;;;Loro F.lli Spa;Gasolio;1.959;SelfService;08/06/2022 16:10:16;08
26981;Indipend.;45.4184210;12.2579131;;;Fra.Ro.Ma. S.A.S. di Rombolotto Marco & C.;Gasolio;1.769;SelfService;10/06/2022 18:18:36;07
27141;Agip;46.1850793;13.0624972;;;Franzin Marco;Gasolio;1.989;SelfService;11/06/2022 20:15:10;08
27631;Agip;45.6361547;13.8311665;;;Self Area 4004 di Riccobon Mauro;Gasolio;2.029;SelfService;11/06/2022 06:54:35;08
27631;Agip;45.6361547;13.8311665;;;Self Area 4004 di Riccobon Mauro;Gasolio;2.249;Servito;11/06/2022 06:54:35;09
27646;Esso;45.8277300;13.2386170;;;Ylli Service S.N.C. di Hasramaj Ylli e C.;Gasolio;1.959;SelfService;10/06/2022 07:40:16;08
27646;Esso;45.8277300;13.2386170;;;Ylli Service S.N.C. di Hasramaj Ylli e C.;Gasolio;2.169;Servito;10/06/2022 07:40:16;08
27651;;45.8893323;13.0354500;;;Degano Cesare;Gasolio;1.939;Servito;08/06/2022 13:24:31;08
27651;;45.8893323;13.0354500;;;Degano Cesare;Gasolio;1.939;SelfService;08/06/2022 13:24:31;08
27766;Repsol;45.7857807;13.3587409;;;Tavaris Silvano;Gasolio;1.899;SelfService;04/06/2022 07:30:49;07
27766;Repsol;45.7857807;13.3587409;;;Tavaris Silvano;Gasolio;1.949;Servito;04/06/2022 07:30:49;08
27995;IP;45.8114000;13.0052800;;;De Paoli Silvio & C. S.N.C.;Gasolio;1.949;Servito;10/06/2022 07:14:35;08
27995;IP;45.8114000;13.0052800;;;De Paoli Silvio & C. S.N.C.;Gasolio;1.949;SelfService;10/06/2022 07:14:35;08
28059;Esso;45.8062286;13.3909882;;;A. & B. S.A.S. di Alvaro Alessandro & C.;Gasolio;1.969;SelfService;11/06/2022 08:49:04;08
28207;Tiemme Service;45.8920752;13.3780593;;;Tiemme Service S.A.S.;Gasolio;1.959;Servito;13/06/2022 07:28:13;08
28291;Repsol;45.6379173;13.8149834;;;Depiera Ermanno;Gasolio;2.199;Servito;10/06/2022 09:19:51;09
28424;Esso;45.8991097;12.7330515;;;Del Col S.R.L.;Gasolio;1.979;SelfService;10/06/2022 16:16:38;08
28511;Q8;45.4801987;12.1497066;;;Servizi & Gestioni Italia S.R.L.;Gasolio;1.949;SelfService;11/06/2022 01:40:38;08
28688;;45.4587400;12.4084400;;;Supermercato Vignotto S.N.C. di Vignotto Caterina e Federica & C.;Gasolio;2.138;Servito;09/06/2022 20:16:43;08
28748;Europam;45.7669621;12.8964495;;;Europam S.R.L.;Gasolio;1.957;SelfService;10/06/2022 13:53:35;08
28866;;45.9020222;13.2573990;;;Ghiraldo Monia;Gasolio;1.969;SelfService;11/06/2022 08:07:28;08
28866;;45.9020222;13.2573990;;;Ghiraldo Monia;Gasolio;2.179;Servito;11/06/2022 08:07:28;09
28878;M Carburanti;45.3545146;12.0915849;;;Menin Fabio;Gasolio;1.949;Servito;11/06/2022 19:45:18;08
28878;M Carburanti;45.3545146;12.0915849;;;Menin Fabio;Gasolio;1.949;SelfService;11/06/2022 19:45:18;08
28891;IP;45.8078236;13.0944883;;;Zu.Pe. S.N.C. di Zuliani Maurizio & C.;Gasolio;1.959;Servito;11/06/2022 09:29:21;08
28891;IP;45.8078236;13.0944883;;;Zu.Pe. S.N.C. di Zuliani Maurizio & C.;Gasolio;1.959;SelfService;11/06/2022 09:29:21;08
29182;Esso;45.4343910;12.1909140;;;Campas S.N.C. di Campagnaro Marco & C.;Gasolio;1.919;SelfService;10/06/2022 08:35:41;07
29278;IP matic;45.8610524;13.4829701;;;Ip Services S.R.L.;Gasolio;1.999;SelfService;12/06/2022 12:03:01;08
29516;SMP;46.3895909;13.0260795;;;Smp Tolmezzo;Gasolio;2.009;SelfService;13/06/2022 07:42:09;08
29551;Shell;45.9476440;12.6831790;;;Zanetti S.N.C. di Zanetti Nicola e C.;Gasolio;1.964;SelfService;11/06/2022 12:26:27;08
29551;Shell;45.9476440;12.6831790;;;Zanetti S.N.C. di Zanetti Nicola e C.;Gasolio;2.174;Servito;11/06/2022 12:26:27;08
29654;KV;45.8795934;13.4653178;;;Vanello Eugenio & Figli S.P.A;Gasolio;1.979;SelfService;09/06/2022 17:49:22;08
29654;KV;45.8795934;13.4653178;;;Vanello Eugenio & Figli S.P.A;Gasolio;2.079;Servito;09/06/2022 17:49:22;08
29740;;45.9668497;12.9684758;;;Big S.R.L.;Gasolio;1.959;SelfService;11/06/2022 23:21:28;08
29775;Agip;45.9428001;13.6230662;;;Diana Massimiliano;Gasolio;1.859;SelfService;26/05/2022 15:32:20;07
29775;Agip;45.9428001;13.6230662;;;Diana Massimiliano;Gasolio;2.079;Servito;26/05/2022 15:32:20;08
29943;Erg;45.4833940;12.2543260;;;Digital Car - Società in Nome Collettivo di De Luca Marcello e Boscolo Paolino;Gasolio;1.939;Servito;05/03/2022 08:17:43;08
29943;Erg;45.4833940;12.2543260;;;Digital Car - Società in Nome Collettivo di De Luca Marcello e Boscolo Paolino;Gasolio;1.939;SelfService;05/03/2022 08:17:43;08
30014;Tamoil;45.9723160;12.6821280;;;De Carlo Carlo di De Carlo Vania & C. S.N.C.;Gasolio;1.995;Servito;13/06/2022 06:55:48;08
30014;Tamoil;45.9723160;12.6821280;;;De Carlo Carlo di De Carlo Vania & C. S.N.C.;Gasolio;1.995;SelfService;13/06/2022 06:55:48;08
30024;;45.1396035;12.1194448;;;Costantin Cavarzere;Gasolio;1.777;Servito;10/06/2022 11:33:38;07
30024;;45.1396035;12.1194448;;;Costantin Cavarzere;Gasolio;1.777;SelfService;10/06/2022 11:33:38;07
30039;OIL;45.8177495;13.4377002;;;Azzalini Mario & C. - S.A.S.;Gasolio;1.987;Servito;12/06/2022 16:00:18;08
30039;OIL;45.8177495;13.4377002;;;Azzalini Mario & C. - S.A.S.;Gasolio;1.987;SelfService;12/06/2022 16:00:18;08
30071;Eni;45.9343770;13.5259544;;;"Scolaris Vini - Società a Responsabilità Limitata Detta Altrimenti Cantina Borgo Boschetto, Cantina San Lorenzo, Villa Folini, Bosco Del Tiglio, Cantina Le Magnolie Oppure Ma.Sco.";Gasolio;2.004;SelfService;11/06/2022 07:50:07;08
30071;Eni;45.9343770;13.5259544;;;"Scolaris Vini - Società a Responsabilità Limitata Detta Altrimenti Cantina Borgo Boschetto, Cantina San Lorenzo, Villa Folini, Bosco Del Tiglio, Cantina Le Magnolie Oppure Ma.Sco.";Gasolio;2.214;Servito;11/06/2022 07:50:07;09
30161;Q8;45.9390190;12.6506280;;;Dinicola Fabrizio;Gasolio;1.939;SelfService;11/06/2022 13:17:48;08
30485;IP;45.4849840;12.2106852;;;Ip;Gasolio;1.959;SelfService;13/06/2022 06:56:18;08
30629;IP;45.4851821;12.2094311;;;Ip Services S.R.L.;Gasolio;1.959;SelfService;12/06/2022 12:01:54;08
30686;;45.4375776;12.1329592;;;Impianto Eni 52816 di Masutti Antonio;Gasolio;1.989;SelfService;11/06/2022 07:30:35;08
30686;;45.4375776;12.1329592;;;Impianto Eni 52816 di Masutti Antonio;Gasolio;2.209;Servito;11/06/2022 07:30:35;09
30690;Q8;46.0969240;13.2886930;;;Duegi S.A.S. di Gattesco Luca e C.;Gasolio;1.969;SelfService;11/06/2022 14:03:28;08
30690;Q8;46.0969240;13.2886930;;;Duegi S.A.S. di Gattesco Luca e C.;Gasolio;2.119;Servito;11/06/2022 14:03:28;08
30719;;46.1007380;13.1728220;;;Singh Kulvir;Gasolio;1.799;Servito;11/06/2022 07:37:20;07
30744;Erg;45.9044040;13.5371520;;;Ip Services S.R.L.;Gasolio;1.999;SelfService;12/06/2022 12:04:14;08
30937;Total;46.2029170;13.1177990;;;P&C Società a Responsabilità Limitata Semplificata;Gasolio;1.979;SelfService;11/06/2022 10:18:15;08
30937;Total;46.2029170;13.1177990;;;P&C Società a Responsabilità Limitata Semplificata;Gasolio;2.149;Servito;11/06/2022 10:18:15;08
31090;;45.5900942;12.6884687;;;S.I.A. Engineering Construction S.R.L.;Gasolio;1.949;Servito;10/06/2022 15:00:47;08
31090;;45.5900942;12.6884687;;;S.I.A. Engineering Construction S.R.L.;Gasolio;1.949;SelfService;10/06/2022 15:00:47;08
31152;Retitalia;45.9444730;13.1770170;;;Gattesco f.lli di Gattesco Ferruccio e Fiorenzo S.N.C.;Gasolio;1.899;Servito;09/06/2022 07:36:33;07
31170;IP;46.1858366;13.0591611;;;Ip Services S.R.L.;Gasolio;1.949;SelfService;12/06/2022 12:01:47;08
31184;Q8;45.6589310;12.5318010;;;Servizi & Gestioni Italia S.R.L.;Gasolio;1.979;SelfService;11/06/2022 01:40:38;08
31214;;45.5614499;12.0767051;;;S.I.A. Engineering Construction S.R.L.;Gasolio;1.929;SelfService;10/06/2022 16:23:26;07
31214;;45.5614499;12.0767051;;;S.I.A. Engineering Construction S.R.L.;Gasolio;2.049;Servito;10/06/2022 16:23:26;08
31262;Kerotris Duino Nord;45.7774149;13.6078218;;;Duino Nord S.A.S.;Gasolio;2.134;SelfService;11/06/2022 06:16:19;08
31262;Kerotris Duino Nord;45.7774149;13.6078218;;;Duino Nord S.A.S.;Gasolio;2.334;Servito;11/06/2022 06:16:19;09
31331;IP;45.8018928;13.5461339;;;Ip Services S.R.L.;Gasolio;1.989;SelfService;12/06/2022 12:05:38;08
31449;;45.4457311;12.0427017;;;Vega Carburanti S.p.A.;Gasolio;1.959;SelfService;13/06/2022 00:07:45;08
31450;Vega;45.4450461;12.2047487;;;Vega Carburanti S.p.A.;Gasolio;1.949;SelfService;13/06/2022 00:07:44;08
31451;Tatanka;45.5184168;12.2340038;;;Vega Carburanti S.p.A.;Gasolio;1.919;SelfService;12/06/2022 21:26:09;07
31451;Tatanka;45.5184168;12.2340038;;;Vega Carburanti S.p.A.;Gasolio;1.989;Servito;12/06/2022 21:26:09;08
31520;Vega;45.7808999;12.8906009;;;Vega Carburanti S.p.A.;Gasolio;1.949;SelfService;13/06/2022 00:07:22;08
31521;Vianello Luigi Gas;45.7693460;13.6467583;;;Vega Carburanti S.P.A.;Gasolio;1.969;SelfService;13/06/2022 00:07:56;08
31532;VEGA;45.4858310;12.1220180;;;Vega Carburanti S.p.A.;Gasolio;1.959;SelfService;12/06/2022 21:26:16;08
31532;VEGA;45.4858310;12.1220180;;;Vega Carburanti S.p.A.;Gasolio;2.029;Servito;12/06/2022 21:26:16;08
31533;;45.5667189;12.1716918;;;Vega Carburanti S.p.A.;Gasolio;1.969;SelfService;12/06/2022 21:26:46;08
31533;;45.5667189;12.1716918;;;Vega Carburanti S.p.A.;Gasolio;2.039;Servito;12/06/2022 21:26:46;08
31535;Vega;45.5104370;12.2218720;;;Vega Carburanti S.p.A.;Gasolio;1.949;SelfService;13/06/2022 00:07:43;08
31536;Vega;45.7743978;12.8245515;;;Vega Carburanti S.p.A.;Gasolio;1.949;SelfService;12/06/2022 21:23:58;08
31536;Vega;45.7743978;12.8245515;;;Vega Carburanti S.p.A.;Gasolio;2.019;Servito;12/06/2022 21:23:58;08
31537;Vega;45.5031870;12.2355884;;;Vega Carburanti S.p.A.;Gasolio;1.949;SelfService;12/06/2022 21:26:07;08
31537;Vega;45.5031870;12.2355884;;;Vega Carburanti S.p.A.;Gasolio;2.019;Servito;12/06/2022 21:26:07;08
